Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,3088953,2959183,2898794,2845197
Liabilities,,,,
Total Liabilities,2761937,2656596,2614584,2570029
Stockholders' Equity,,,,
Common Stock,168,167,170,168
Retained Earnings,322937,300177,279410,267037
Accumulated other comprehensive income,-28181,-28815,-32044,-26225
Total stockholders' equity,327016,302587,284210,275168
Total liabilities and stockholders' equity,3088953,2959183,2898794,2845197
