Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,13423000,13423000,28666000,33957000,15050000
Depreciation & amortization,370000,370000,355000,375000,314000
Change in working capital,-3199000,-3199000,2715000,3667000,1693000
Inventory,-924000,-924000,669000,3643000,2045000
Other working capital,4232000,4232000,9254000,11518000,8259000
Other non-cash items,-17000,-17000,-93000,181000,-56000
Net cash provided by operating activites,4375000,4375000,9391000,11756000,8625000
Investments in property plant and equipment,-143000,-143000,-137000,-238000,-366000
Acquisitions net,-214000,-214000,-,-989000,-
Purchases of investments,-21000,-21000,-1000,-,0
Sales/Maturities of investments,-,-,-,0,26000
Other investing activites,-19000,-19000,-512000,-647000,-388000
Net cash used for investing activites,15842000,15842000,753000,-6887000,-6627000
Net change in cash,12893000,12893000,432000,-35000,-2606000
Cash at beginning of period,2093000,2093000,1708000,1681000,4358000
Cash at end of period,14963000,14963000,2093000,1708000,1681000
Operating Cash Flow,4375000,4375000,9391000,11756000,8625000
Capital Expenditure,-143000,-143000,-137000,-238000,-366000
Free Cash Flow,4232000,4232000,9254000,11518000,8259000
