Breakdown,ttm,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Net Income,551479,435470,227960,70355,61152
Depreciation & amortization,149287,141476,93121,68000,-
Change in working capital,-4192128,-3178906,-324449,96470,-
Inventory,-3194939,-2426744,-537515,262407,-
Other working capital,-3495481,-2747947,-666477,-8650,-
Other non-cash items,99193,71524,44333,-2035,-
Net cash provided by operating activites,-3413427,-2502501,2846,289663,-
Investments in property plant and equipment,-82054,-245446,-669323,-298313,-
Purchases of investments,-50744,-628,-,-,-
Sales/Maturities of investments,-,-,15000,-,-
Other investing activites,-204728,-48317,5162,-26597,-
Net cash used for investing activites,-337526,-294391,-649161,-319604,-
Net change in cash,1299037,-34160,232106,207765,-
Cash at beginning of period,930138,606831,374724,166959,-
Cash at end of period,2224955,572671,606831,374724,-
Operating Cash Flow,-3413427,-2502501,2846,289663,-
Capital Expenditure,-82054,-245446,-669323,-298313,-
Free Cash Flow,-3495481,-2747947,-666477,-8650,-
