Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-,-,-,-489.48
Other investing activites,-,-,10,1000,-
Net cash used for investing activites,-,-,10,1000,-489.48
Common stock issued,465.957,1027,597,200,1246
Common stock repurchased,-27.957,-30.957,-,-14.25,-39.805
Net cash used privided by (used for) financing activities,438,996.04,597,185.75,1206
Net change in cash,-464.001,-46.651,-339.283,239.309,-335.681
Cash at beginning of period,761.517,431.497,770.78,531.471,867.152
Cash at end of period,297.516,384.846,431.497,770.78,531.471
Capital Expenditure,-,-,-,-,-489.48
Free Cash Flow,-902.001,-1043,-946.283,-946.441,-1542
