Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1251682,1084324,969659,915998
Liabilities,,,,
Total Liabilities,1124004,967449,867813,820070
Stockholders' Equity,,,,
Common Stock,0,0,0,0
Retained Earnings,-14955,-23199,-27296,-27028
Accumulated other comprehensive income,-164,-1285,-928,-799
Total stockholders' equity,127678,116875,101846,95928
Total liabilities and stockholders' equity,1251682,1084324,969659,915998
