Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,944262,801887,-215407,332716
Depreciation & amortization,-,1161689,1269204,1313289
Change in working capital,-,283251,-1139842,-161716
Inventory,-,327458,-1547627,173676
Other working capital,-,-1559899,57592,1129463
Other non-cash items,-,27121,308918,-243890
Net cash provided by operating activites,-,1867459,1085896,1354652
Investments in property plant and equipment,-,-3427358,-1028304,-225189
Acquisitions net,-,-,-124180,-
Purchases of investments,-,-162410,-156,-
Sales/Maturities of investments,-,50000,438750,42160
Other investing activites,-,1533740,362405,-1012570
Net cash used for investing activites,-,-2004898,-314891,-1171595
Net change in cash,-,-256131,578747,-933019
Cash at beginning of period,-,1624806,1046058,1979077
Cash at end of period,-,1368674,1624806,1046058
Operating Cash Flow,-,1867459,1085896,1354652
Capital Expenditure,-,-3427358,-1028304,-225189
Free Cash Flow,-,-1559899,57592,1129463
