Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,385000,513000,1878000,1931048
Depreciation & amortization,-,1702000,1426000,1365003
Change in working capital,-,-1385000,1767000,-231304
Inventory,-,-32000,-74000,-22644
Other working capital,-,-4469000,3728000,2714703
Other non-cash items,-,119000,376000,185197
Net cash provided by operating activites,-,265000,4932000,4477942
Investments in property plant and equipment,-,-4734000,-1204000,-1763239
Purchases of investments,-,-331000,-,-
Sales/Maturities of investments,-,220000,-,-
Other investing activites,-,-,-234000,-144443
Net cash used for investing activites,-,-4845000,-1438000,-1907682
Net change in cash,-,-1813000,2411000,988256
Cash at beginning of period,-,7342000,4930000,3942387
Cash at end of period,-,5528000,7342000,4930643
Operating Cash Flow,-,265000,4932000,4477942
Capital Expenditure,-,-4734000,-1204000,-1763239
Free Cash Flow,-,-4469000,3728000,2714703
