Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,155685000,152748000,168180000,131398000
Depreciation & amortization,204285000,185952000,162481000,148957000
Change in working capital,-9677000,-66009000,-61744000,9330000
Inventory,-5249000,-22024000,-23875000,-3010000
Other working capital,151394000,44685000,68452000,74869000
Other non-cash items,-64697000,-61481000,-81398000,-71523000
Net cash provided by operating activites,367732000,270306000,268567000,239094000
Investments in property plant and equipment,-216338000,-225621000,-200115000,-164225000
Acquisitions net,-7183000,-7502000,-172759000,-6124000
Purchases of investments,-623146000,-492060000,-259318000,-403734000
Sales/Maturities of investments,543753000,337084000,292146000,488333000
Other investing activites,-20041000,-20489000,-13054000,-11693000
Net cash used for investing activites,-308796000,-395000000,-340324000,-86925000
Net change in cash,92992000,-84690000,80145000,151286000
Cash at beginning of period,210252000,323830000,243685000,92399000
Cash at end of period,304989000,239140000,323830000,243685000
Operating Cash Flow,367732000,270306000,268567000,239094000
Capital Expenditure,-216338000,-225621000,-200115000,-164225000
Free Cash Flow,151394000,44685000,68452000,74869000
