Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2329096,2034558,2230279,1946231
Liabilities,,,,
Total Liabilities,277990,261116,249758,219594
Stockholders' Equity,,,,
Common Stock,50018,50018,50018,50018
Total stockholders' equity,2051106,1773442,1980521,1726637
Total liabilities and stockholders' equity,2329096,2034558,2230279,1946231
