Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,6/30/2016
Total Revenue,30808,30808,36284,31515,20097
Income Before Tax,25539,25539,31512,27167,17746
Income Tax Expense,3107,3107,8291,4917,3122
Income from Continuing Operations,22432,22432,23221,22250,14624
Net Income,22432,22432,23221,22250,14624
Net Income available to common shareholders,22432,22432,23221,22250,14624
Basic EPS,-,-,0.07,0.06,0.07
Diluted EPS,-,-,0.07,0.06,0.07
Basic Average Shares,-,-,355364,349513,196376
Diluted Average Shares,-,-,355364,349513,198966
