Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,217618,281425,357925,345619
Depreciation & amortization,-,496796,496961,495284
Change in working capital,-,-372784,-243512,-277498
Inventory,-,-2901,726,5806
Other working capital,-,402092,703955,679651
Other non-cash items,-,33834,24271,55260
Net cash provided by operating activites,-,521736,717076,709685
Investments in property plant and equipment,-,-119644,-13121,-30034
Sales/Maturities of investments,-,-,0,5940
Other investing activites,-,-1,999,1
Net cash used for investing activites,-,-119645,-12122,-24093
Net change in cash,-,337077,9647,-7797
Cash at beginning of period,-,987356,977708,985506
Cash at end of period,-,1324434,987356,977708
Operating Cash Flow,-,521736,717076,709685
Capital Expenditure,-,-119644,-13121,-30034
Free Cash Flow,-,402092,703955,679651
