Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,5343513,5117185,4904640,4508324
Depreciation & amortization,1026485,620952,468826,430797
Change in working capital,1745730,317630,230432,1071783
Other working capital,6824490,4784588,4748224,5393931
Other non-cash items,-276244,169532,-133745,625559
Net cash provided by operating activites,8147848,6212341,5392394,6040180
Investments in property plant and equipment,-1323358,-1427753,-644170,-646249
Acquisitions net,-,-132011,-,-
Sales/Maturities of investments,-,-,150475,160246
Other investing activites,-1000516,-999509,-2997571,19568
Net cash used for investing activites,-2323874,-2559273,-3491143,-465316
Net change in cash,-552116,411558,-1814095,2755144
Cash at beginning of period,5725945,5429765,7243860,4488716
Cash at end of period,5182247,5841323,5429765,7243860
Operating Cash Flow,8147848,6212341,5392394,6040180
Capital Expenditure,-1323358,-1427753,-644170,-646249
Free Cash Flow,6824490,4784588,4748224,5393931
