Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,8033000,7723000,7478000,5350000
Depreciation & amortization,-,1176000,953000,753000
Change in working capital,-,-1954000,-4851000,44000
Inventory,-,-3508000,-3301000,289000
Other working capital,-,5238000,1918000,5330000
Other non-cash items,-,454000,797000,393000
Net cash provided by operating activites,-,7037000,4450000,6584000
Investments in property plant and equipment,-,-1799000,-2532000,-1254000
Purchases of investments,-,-310000,-4055000,-45000
Sales/Maturities of investments,-,7000,25000,0
Other investing activites,-,-3293000,-692000,-319000
Net cash used for investing activites,-,-9964000,-9161000,-2255000
Net change in cash,-,-4713000,6584000,2410000
Cash at beginning of period,-,12732000,6148000,3737000
Cash at end of period,-,8018000,12732000,6148000
Operating Cash Flow,-,7037000,4450000,6584000
Capital Expenditure,-,-1799000,-2532000,-1254000
Free Cash Flow,-,5238000,1918000,5330000
