Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,2389613000,2358761000,2253518000
Liabilities,,,
Total Liabilities,2261499000,2240825000,2142532000
Stockholders' Equity,,,
Common Stock,0,0,0
Retained Earnings,54701000,50271000,42822000
Total stockholders' equity,128114000,117936000,108287000
Total liabilities and stockholders' equity,2389613000,2358761000,2253518000
