Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3548000,3357000,2336000,1729000
Depreciation & amortization,-,1282000,1114000,1097000
Change in working capital,-,-1285000,-485000,511000
Inventory,-,62000,-1057000,949000
Other working capital,-,1366000,1525000,2103000
Other non-cash items,-,18000,-420000,-183000
Net cash provided by operating activites,-,3568000,2665000,3157000
Investments in property plant and equipment,-,-2202000,-1140000,-1054000
Acquisitions net,-,-,-1683000,-
Purchases of investments,-,-73000,-15000,-14000
Sales/Maturities of investments,-,512000,0,0
Other investing activites,-,29000,495000,-100000
Net cash used for investing activites,-,-1674000,-2331000,-1149000
Net change in cash,-,-76000,-3073000,1571000
Cash at beginning of period,-,5400000,8474000,6903000
Cash at end of period,-,5324000,5400000,8474000
Operating Cash Flow,-,3568000,2665000,3157000
Capital Expenditure,-,-2202000,-1140000,-1054000
Free Cash Flow,-,1366000,1525000,2103000
