Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2882000,3944000,5771000,5650000
Depreciation & amortization,-,3889000,3455000,2984000
Change in working capital,-,1941000,660000,-3026000
Inventory,-,233000,917000,-2666000
Other working capital,-,4463000,5717000,966000
Other non-cash items,-,-1154000,1261000,577000
Net cash provided by operating activites,-,11137000,12523000,5520000
Investments in property plant and equipment,-,-6674000,-6806000,-4554000
Acquisitions net,-,-,-,-1295000
Purchases of investments,-,-281000,-9000,-10000
Sales/Maturities of investments,-,-,660000,-
Other investing activites,-,-1312000,-206000,-306000
Net cash used for investing activites,-,-8267000,-6361000,-6165000
Net change in cash,-,-140000,5633000,-3221000
Cash at beginning of period,-,27369000,21907000,25129000
Cash at end of period,-,27229000,27369000,21907000
Operating Cash Flow,-,11137000,12523000,5520000
Capital Expenditure,-,-6674000,-6806000,-4554000
Free Cash Flow,-,4463000,5717000,966000
