Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,388037,383287,364296,250808
Depreciation & amortization,-,170877,150210,162281
Change in working capital,-,-456267,1098273,-967499
Inventory,-,161362,456359,-449533
Other working capital,-,-161878,811120,-529662
Other non-cash items,-,71175,-157590,96733
Net cash provided by operating activites,-,166479,1454669,-327145
Investments in property plant and equipment,-,-328357,-643549,-202517
Purchases of investments,-,-718,-4000,-660
Sales/Maturities of investments,-,4500,0,2298
Other investing activites,-,-5327,-8141,-5883
Net cash used for investing activites,-,-329902,-655690,-206762
Net change in cash,-,-300097,723394,-634235
Cash at beginning of period,-,1478307,754913,1389148
Cash at end of period,-,1178209,1478307,754913
Operating Cash Flow,-,166479,1454669,-327145
Capital Expenditure,-,-328357,-643549,-202517
Free Cash Flow,-,-161878,811120,-529662
