Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-212967,-300595,-136024,161536
Depreciation & amortization,-,175743,187464,177469
Change in working capital,-,-85900,20992,-350349
Inventory,-,-32658,-33755,2831
Other working capital,-,20004,-391124,-84657
Other non-cash items,-,153625,-31071,15143
Net cash provided by operating activites,-,73566,-247895,29602
Investments in property plant and equipment,-,-53562,-143229,-114259
Acquisitions net,-,-,-221676,-
Purchases of investments,-,-,-,-174881
Sales/Maturities of investments,-,57864,172705,197558
Other investing activites,-,-128,-11703,-198284
Net cash used for investing activites,-,10174,242744,-289866
Net change in cash,-,-107050,-114683,-454210
Cash at beginning of period,-,3006636,3121320,3575531
Cash at end of period,-,2899586,3006636,3121320
Operating Cash Flow,-,73566,-247895,29602
Capital Expenditure,-,-53562,-143229,-114259
Free Cash Flow,-,20004,-391124,-84657
