Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,8724000,6672000,5783000,5170000
Depreciation & amortization,-,5909000,5731000,5197000
Change in working capital,-,-6207000,-2833000,-1634000
Inventory,-,606000,578000,-442000
Other working capital,-,-14765000,-20504000,-5813000
Other non-cash items,-,3288000,1980000,437000
Net cash provided by operating activites,-,9616000,11117000,8915000
Investments in property plant and equipment,-,-24381000,-31621000,-14728000
Purchases of investments,-,-1076000,-940000,-841000
Sales/Maturities of investments,-,1786000,274000,2122000
Other investing activites,-,-881000,-1084000,-529000
Net cash used for investing activites,-,-24030000,-32967000,-13533000
Net change in cash,-,-2520000,-2578000,5275000
Cash at beginning of period,-,34993000,37572000,32296000
Cash at end of period,-,32472000,34993000,37572000
Operating Cash Flow,-,9616000,11117000,8915000
Capital Expenditure,-,-24381000,-31621000,-14728000
Free Cash Flow,-,-14765000,-20504000,-5813000
