Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-60827,74305,24129,74191
Depreciation & amortization,-,143001,121990,115879
Change in working capital,-,-255209,10558,-42097
Inventory,-,14843,-198940,-65332
Other working capital,-,-190727,73942,32294
Other non-cash items,-,127597,37094,53832
Net cash provided by operating activites,-,47165,206994,154731
Investments in property plant and equipment,-,-237892,-133052,-122437
Purchases of investments,-,-89,-359,-360
Sales/Maturities of investments,-,42560,-,-
Other investing activites,-,8248,-33787,-1761
Net cash used for investing activites,-,-167729,-150861,-110649
Net change in cash,-,-9496,22290,16341
Cash at beginning of period,-,341812,319521,303180
Cash at end of period,-,332316,341812,319521
Operating Cash Flow,-,47165,206994,154731
Capital Expenditure,-,-237892,-133052,-122437
Free Cash Flow,-,-190727,73942,32294
