Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017
Total Revenue,3458,2591,1063,-
Interest Expense,-,-,36.041,-
Income Before Tax,-2662,-3447,-5348,-
Income Tax Expense,0,0,0,-
Income from Continuing Operations,-2662,-3447,-5348,-
Net Income,-2662,-3447,-5348,-
Net Income available to common shareholders,-2662,-3447,-5348,-
Basic EPS,-,-0.02,-0.05,-
Diluted EPS,-,-0.02,-0.05,-
Basic Average Shares,-,146491,115381,110532
Diluted Average Shares,-,146491,115381,110532
