Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,-3459000,-2926000,2351000,4037000
Depreciation & amortization,-,6470000,5792000,5243000
Change in working capital,-,605000,-950000,1506000
Inventory,-,-199000,-1030000,1308000
Other working capital,-,-6157000,-6563000,3456000
Other non-cash items,-,38000,-370000,-434000
Net cash provided by operating activites,-,6114000,6466000,11604000
Investments in property plant and equipment,-,-12271000,-13029000,-8148000
Acquisitions net,-,-680000,-80000,-1653000
Sales/Maturities of investments,-,509000,-,-
Other investing activites,-,2852000,4814000,-888000
Net cash used for investing activites,-,-9170000,-8432000,-11011000
Net change in cash,-,-4025000,-4347000,-1768000
Cash at beginning of period,-,11181000,15425000,16827000
Cash at end of period,-,7221000,11181000,15425000
Operating Cash Flow,-,6114000,6466000,11604000
Capital Expenditure,-,-12271000,-13029000,-8148000
Free Cash Flow,-,-6157000,-6563000,3456000
