Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,6.153,-1127,-6.181,-3.101,-16.359
Acquisitions net,-,-90,-,-,-
Purchases of investments,-1151,-615.399,-1234,-330.801,-4298
Sales/Maturities of investments,1253,431.989,717.391,947.093,3266
Other investing activites,-,100,-100,-,444.872
Net cash used for investing activites,188.088,-1300,378.438,1821,2295
Debt repayment,-,-214.64,-,-448,-
Common stock repurchased,-,-,-,-,-138.592
Other financing activites,-,1100,-,-,-
Net cash used privided by (used for) financing activities,61.435,885.36,-,-448,-1211
Net change in cash,-47.21,-768.819,-496.65,-684.17,-89.269
Cash at beginning of period,151.068,1017,1504,3959,4057
Cash at end of period,103.858,248.415,1017,1504,3959
Capital Expenditure,6.153,-1127,-6.181,-3.101,-16.359
Free Cash Flow,-290.58,-1482,-881.269,-2061,-1190
