Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,7819197,7458380,6947853,6452528
Liabilities,,,,
Total Liabilities,1194451,1119120,982350,1043987
Stockholders' Equity,,,,
Common Stock,2888136,2811721,2756256,2521441
Retained Earnings,688244,631725,631070,637094
Accumulated other comprehensive income,3047208,2895097,2577758,2248858
Total stockholders' equity,6623588,6338543,5965084,5407393
Total liabilities and stockholders' equity,7819197,7458380,6947853,6452528
