Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,4909050,4949710,3982665,3301944
Liabilities,,,,
Total Liabilities,4373699,4476572,3629378,3015903
Stockholders' Equity,,,,
Common Stock,15828,15718,13918,13107
Retained Earnings,245836,192203,151963,118617
Accumulated other comprehensive income,-1098,-5544,-1671,-2460
Total stockholders' equity,535351,473138,353287,286041
Total liabilities and stockholders' equity,4909050,4949710,3982665,3301944
