Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Revenue,-3281,-3489,405.778,-172.583,2861
Interest Expense,9.381,8.25,5.754,7.134,8.641
Income Before Tax,-1880,-2458,-1844,-3679,526.08
Income Tax Expense,0,0,0,0,0
Income from Continuing Operations,-1880,-2458,-1844,-3679,526.08
Net Income,-1880,-2458,-1844,-3679,526.08
Net Income available to common shareholders,-1880,-2458,-1844,-3679,526.08
Basic EPS,-,-0.03,-0.02,-0.05,0.01
Diluted EPS,-,-0.03,-0.02,-0.05,0.01
Basic Average Shares,-,76128,76128,75774,75110
Diluted Average Shares,-,76128,76128,75774,75110
