Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,9257000,8892000,12854000,10031000
Depreciation & amortization,5903000,5319000,5062000,5382000
Change in working capital,-7995000,-6575000,-29000,14672000
Inventory,-4338000,1372000,-5071000,-3683000
Other working capital,-1335000,3284000,5541000,22319000
Other non-cash items,2550000,1322000,-7515000,-1999000
Net cash provided by operating activites,10612000,8513000,10894000,26799000
Investments in property plant and equipment,-11947000,-5229000,-5353000,-4480000
Acquisitions net,-1651000,-5387000,-,-
Purchases of investments,-,-679000,-237000,-11000
Other investing activites,-5263000,-1221000,-307000,-432000
Net cash used for investing activites,-19529000,-12515000,-5862000,-4923000
Net change in cash,-5442000,-7297000,1920000,19185000
Cash at beginning of period,37013000,42710000,40789000,21604000
Cash at end of period,31634000,35412000,42710000,40789000
Operating Cash Flow,10612000,8513000,10894000,26799000
Capital Expenditure,-11947000,-5229000,-5353000,-4480000
Free Cash Flow,-1335000,3284000,5541000,22319000
