Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,164753,111801,-99977,22282
Depreciation & amortization,-,476879,501767,526505
Change in working capital,-,334899,92994,-173962
Inventory,-,203828,-137216,68919
Other working capital,-,604557,-109367,1972
Other non-cash items,-,31537,189015,29914
Net cash provided by operating activites,-,1058535,567774,369090
Investments in property plant and equipment,-,-453978,-677141,-367118
Other investing activites,-,41703,-3973,-174261
Net cash used for investing activites,-,-412275,-681114,-541379
Net change in cash,-,87819,137131,85139
Cash at beginning of period,-,929140,792009,706869
Cash at end of period,-,1016959,929140,792009
Operating Cash Flow,-,1058535,567774,369090
Capital Expenditure,-,-453978,-677141,-367118
Free Cash Flow,-,604557,-109367,1972
