Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,1270186000,1312071000,1333455000
Liabilities,,,
Total Liabilities,1219773000,1261986000,1284705000
Stockholders' Equity,,,
Common Stock,17810000,0,17810000
Retained Earnings,14350000,13350000,12502000
Total stockholders' equity,50413000,50085000,48750000
Total liabilities and stockholders' equity,1270186000,1312071000,1333455000
