Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,24082000,24359000,21191000,28157000
Depreciation & amortization,-,7379000,6776000,5881000
Change in working capital,-,34021000,257525000,627141000
Other working capital,-,35710000,139377000,598874000
Other non-cash items,-,-113197000,-237258000,-143378000
Net cash provided by operating activites,-,41614000,149389000,608869000
Investments in property plant and equipment,-,-5904000,-10012000,-9995000
Acquisitions net,-,-,-,-2399000
Purchases of investments,-,-746047000,-489968000,-991923000
Sales/Maturities of investments,-,936547000,997558000,979940000
Other investing activites,-,-1000,-1000,-2000
Net cash used for investing activites,-,184949000,497774000,-23676000
Net change in cash,-,178879000,639454000,541102000
Cash at beginning of period,-,2374356000,1734901000,1193798000
Cash at end of period,-,2553235000,2374356000,1734901000
Operating Cash Flow,-,41614000,149389000,608869000
Capital Expenditure,-,-5904000,-10012000,-9995000
Free Cash Flow,-,35710000,139377000,598874000
