Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1093807,933115,881257,749034
Liabilities,,,,
Total Liabilities,1003138,868656,819113,690673
Stockholders' Equity,,,,
Common Stock,59,44,43,43
Retained Earnings,44839,42114,39020,35619
Accumulated other comprehensive income,-2971,-6042,-4208,-3822
Total stockholders' equity,90434,64221,61811,57929
Total liabilities and stockholders' equity,1093807,933115,881257,749034
