Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Investments in property plant and equipment,-361.431,-361.431,-823.929,-30,-
Other investing activites,-,-,76.388,-,-
Net cash used for investing activites,-361.431,-361.431,-747.541,-30,-
Common stock issued,3769,3769,7500,-,1299
Common stock repurchased,-,-,-288.692,-,-102.328
Other financing activites,-,-,300,-325.324,97.333
Net cash used privided by (used for) financing activities,3769,3769,7211,-325.324,1294
Net change in cash,-3468,-3468,4229,-718.331,960.273
Cash at beginning of period,4229,4229,0.001,1161,200.474
Cash at end of period,761.513,761.513,4229,442.416,1161
Capital Expenditure,-361.431,-361.431,-823.929,-30,-
Free Cash Flow,-7236,-7236,-3059,-393.007,-333.906
