Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,31713450,30833015,27904129,21659190
Liabilities,,,,
Total Liabilities,27376716,26776738,24207338,18719496
Stockholders' Equity,,,,
Common Stock,280905,186893,185969,176892
Retained Earnings,1322805,1042718,769226,704391
Accumulated other comprehensive income,44761,-42750,-45888,-26035
Total stockholders' equity,4336734,4056277,3696791,2939694
Total liabilities and stockholders' equity,31713450,30833015,27904129,21659190
