Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017
Net Income,832661,-13916,-4887,-17391
Change in working capital,-,753,-350,5804
Other working capital,-,-13163,-5237,-11587
Net cash provided by operating activites,-,-13163,-5237,-11587
Net change in cash,-,1491,-3020,3472
Cash at beginning of period,-,1510,4530,1058
Cash at end of period,-,3001,1510,4530
Operating Cash Flow,-,-13163,-5237,-11587
Free Cash Flow,-,-13163,-5237,-11587
