Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,293884,277010,260037,240408
Depreciation & amortization,-,42269,46652,45324
Change in working capital,-,87551,-119875,45335
Inventory,-,20,-285,4599
Other working capital,-,386567,148128,353188
Other non-cash items,-,-60979,-8112,-12422
Net cash provided by operating activites,-,389587,153359,401590
Investments in property plant and equipment,-,-3020,-5231,-48402
Acquisitions net,-,-,-,-29500
Purchases of investments,-,-50388,-2704,-9721
Sales/Maturities of investments,-,104370,-,33781
Other investing activites,-,-26900,-16540,-74688
Net cash used for investing activites,-,69339,-24359,-73859
Net change in cash,-,1352198,109037,238051
Cash at beginning of period,-,624548,515511,277460
Cash at end of period,-,1976747,624548,515511
Operating Cash Flow,-,389587,153359,401590
Capital Expenditure,-,-3020,-5231,-48402
Free Cash Flow,-,386567,148128,353188
