Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,17142025,12337588,7123975,5078559
Liabilities,,,,
Total Liabilities,14245307,10366244,6219225,4526102
Stockholders' Equity,,,,
Common Stock,1252,957,602,482
Retained Earnings,465680,293777,173248,130090
Accumulated other comprehensive income,22401,-22421,-7005,-8574
Total stockholders' equity,2896718,1971344,904750,552457
Total liabilities and stockholders' equity,17142025,12337588,7123975,5078559
