Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,17146000,8405000,5891000,4691000
Depreciation & amortization,12632000,12367000,12978000,13991000
Change in working capital,-10126000,-10327000,14098000,36672000
Inventory,12496000,-4529000,3296000,15515000
Other working capital,-801000,-7030000,6139000,28000000
Other non-cash items,1158000,-2755000,-13570000,-7386000
Net cash provided by operating activites,14780000,6364000,15578000,41967000
Investments in property plant and equipment,-15581000,-13394000,-9439000,-13967000
Acquisitions net,-,-,-3199000,-
Purchases of investments,-,-1056000,-,-
Sales/Maturities of investments,9516000,1726000,-,3081000
Other investing activites,-2414000,-1561000,-592000,-1504000
Net cash used for investing activites,-3424000,-12099000,-10485000,7588000
Net change in cash,-3411000,-18657000,-6498000,5453000
Cash at beginning of period,37072000,45481000,51980000,46322000
Cash at end of period,33601000,26823000,45481000,51980000
Operating Cash Flow,14780000,6364000,15578000,41967000
Capital Expenditure,-15581000,-13394000,-9439000,-13967000
Free Cash Flow,-801000,-7030000,6139000,28000000
