Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,201999,738756,9977,-450825
Depreciation & amortization,-,167917,180895,205558
Stock based compensation,-,9063,-,-
Change in working capital,-,-185696,596933,-124895
Other working capital,-,778288,794288,-108075
Other non-cash items,-,70314,197601,43131
Net cash provided by operating activites,-,947371,1095023,-53650
Investments in property plant and equipment,-,-169083,-300735,-54425
Acquisitions net,-,-140759,-132013,-373465
Purchases of investments,-,-392085,-261466,-330000
Sales/Maturities of investments,-,359260,22268,80373
Other investing activites,-,4282,582169,-308255
Net cash used for investing activites,-,-172673,188958,-987083
Net change in cash,-,675959,1173942,-2317942
Cash at beginning of period,-,9491272,8317330,10635272
Cash at end of period,-,10167232,9491272,8317330
Operating Cash Flow,-,947371,1095023,-53650
Capital Expenditure,-,-169083,-300735,-54425
Free Cash Flow,-,778288,794288,-108075
