Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,564000,1383000,-4260000,-2446000
Depreciation & amortization,-,1759000,1683000,2088000
Change in working capital,-,-2497000,10845000,-4011000
Inventory,-,169000,-154000,14000
Other working capital,-,-2489000,6749000,-1844000
Other non-cash items,-,-25000,193000,1977000
Net cash provided by operating activites,-,298000,8800000,-64000
Investments in property plant and equipment,-,-2787000,-2051000,-1780000
Purchases of investments,-,-999000,-18000,-16000
Sales/Maturities of investments,-,506000,121000,230000
Other investing activites,-,-107000,-160000,-416000
Net cash used for investing activites,-,-3154000,-2105000,-1972000
Net change in cash,-,-2901000,4922000,-2106000
Cash at beginning of period,-,22224000,17301000,19408000
Cash at end of period,-,19323000,22224000,17301000
Operating Cash Flow,-,298000,8800000,-64000
Capital Expenditure,-,-2787000,-2051000,-1780000
Free Cash Flow,-,-2489000,6749000,-1844000
