Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2556832,2344562,3367692,2089997
Depreciation & amortization,-,1685806,1683563,1659046
Change in working capital,-,534268,-1226013,-170420
Inventory,-,-205821,-18697,-197827
Other working capital,-,2675994,2443423,2090371
Other non-cash items,-,115401,-76013,-85935
Net cash provided by operating activites,-,4278506,4210925,3468910
Investments in property plant and equipment,-,-1602512,-1767502,-1378539
Purchases of investments,-,-12215,-21879,-23976
Sales/Maturities of investments,-,593882,212653,106019
Other investing activites,-,-66649,-64511,-21478
Net cash used for investing activites,-,-1074066,-1468718,-1296329
Net change in cash,-,1129993,1465197,1523788
Cash at beginning of period,-,7188866,5723669,4199880
Cash at end of period,-,8318859,7188866,5723669
Operating Cash Flow,-,4278506,4210925,3468910
Capital Expenditure,-,-1602512,-1767502,-1378539
Free Cash Flow,-,2675994,2443423,2090371
