Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,34437000,33538000,30542000,28527000
Depreciation & amortization,53296000,42640000,38443000,38058000
Change in working capital,21026000,2320000,-1188000,2374000
Other working capital,-15370000,-117637000,-106538000,-87851000
Other non-cash items,23133000,13908000,14029000,11114000
Net cash provided by operating activites,126337000,90600000,80616000,73646000
Investments in property plant and equipment,-141707000,-208237000,-187154000,-161497000
Purchases of investments,-,-2341000,-2181000,-2457000
Sales/Maturities of investments,-,1901000,2510000,2756000
Other investing activites,-13450000,-3878000,4441000,-2871000
Net cash used for investing activites,-132623000,-176189000,-142009000,-63574000
Net change in cash,28634000,1191000,-15369000,15183000
Cash at beginning of period,81137000,54223000,69593000,53652000
Cash at end of period,115070000,55414000,54223000,69593000
Operating Cash Flow,126337000,90600000,80616000,73646000
Capital Expenditure,-141707000,-208237000,-187154000,-161497000
Free Cash Flow,-15370000,-117637000,-106538000,-87851000
