Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1302391,979442,764883,687169
Depreciation & amortization,-,1530010,1600149,1756954
Change in working capital,-,605949,-524838,609841
Inventory,-,25306,-349692,307523
Other working capital,-,2352412,1146537,2486645
Other non-cash items,-,-117277,101782,-256189
Net cash provided by operating activites,-,3130354,1989828,3328389
Investments in property plant and equipment,-,-777942,-843291,-841744
Purchases of investments,-,-5988539,-3753,-3320484
Sales/Maturities of investments,-,6267185,789793,1082545
Other investing activites,-,-1,-,700000
Net cash used for investing activites,-,-498848,11398,-2439375
Net change in cash,-,1970055,1365614,443583
Cash at beginning of period,-,7710475,6344861,5901278
Cash at end of period,-,9774790,7710475,6344861
Operating Cash Flow,-,3130354,1989828,3328389
Capital Expenditure,-,-777942,-843291,-841744
Free Cash Flow,-,2352412,1146537,2486645
