Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,6245000,7984000,10253000,7479000
Depreciation & amortization,-,4080000,4164000,4130000
Change in working capital,-,-4099000,-4030000,-1279000
Inventory,-,-3500000,-3742000,-248000
Other working capital,-,5317000,7791000,11034000
Other non-cash items,-,148000,351000,-1097000
Net cash provided by operating activites,-,5317000,7791000,11034000
Acquisitions net,-,-511000,-,-
Purchases of investments,-,-3954000,-,-1000
Sales/Maturities of investments,-,2064000,1305000,-
Other investing activites,-,-8988000,1219000,-2270000
Net cash used for investing activites,-,-11389000,2524000,-2271000
Net change in cash,-,-2178000,895000,-38000
Cash at beginning of period,-,18324000,17428000,17466000
Cash at end of period,-,16145000,18324000,17428000
Operating Cash Flow,-,5317000,7791000,11034000
Free Cash Flow,-,5317000,7791000,11034000
