Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,598220,611353,605953,511248
Liabilities,,,,
Total Liabilities,330803,346205,373960,298432
Stockholders' Equity,,,,
Common Stock,250,249,249,248115
Retained Earnings,218341,215338,-21902,-35299
Total stockholders' equity,267417,265148,231993,212816
Total liabilities and stockholders' equity,598220,611353,605953,511248
