Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,71676000,60547000,61162000,54673000
Liabilities,,,,
Total Liabilities,63736000,53391000,54729000,48853000
Stockholders' Equity,,,,
Common Stock,1000,1000,1000,1000
Retained Earnings,520000,390000,251000,203000
Accumulated other comprehensive income,0,-4000,9000,-2000
Total stockholders' equity,1452000,1282000,1090000,974000
Total liabilities and stockholders' equity,71676000,60547000,61162000,54673000
