Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,48635000,54285000,66413000,126656000
Depreciation & amortization,-,11787000,10451000,9639000
Change in working capital,-,185137000,-636075000,947070000
Other working capital,-,227477000,-623623000,991053000
Other non-cash items,-,-162734000,-270850000,-249820000
Net cash provided by operating activites,-,247695000,-606618000,1006035000
Investments in property plant and equipment,-,-20218000,-17005000,-14982000
Purchases of investments,-,-1194695000,-1702118000,-3304040000
Sales/Maturities of investments,-,1066303000,2001087000,3397987000
Other investing activites,-,74000,-670000,-500000
Net cash used for investing activites,-,-148380000,281992000,79458000
Net change in cash,-,89608000,-336702000,1021335000
Cash at beginning of period,-,2806276000,3142979000,2038749000
Cash at end of period,-,2895885000,2806276000,3142979000
Operating Cash Flow,-,247695000,-606618000,1006035000
Capital Expenditure,-,-20218000,-17005000,-14982000
Free Cash Flow,-,227477000,-623623000,991053000
