Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2352718,2178180,2041047,1315451
Liabilities,,,,
Total Liabilities,554240,554241,553378,8590
Stockholders' Equity,,,,
Common Stock,29022,29022,29022,29022
Retained Earnings,-,160777,21197,-155764
Total stockholders' equity,1798478,1623939,1487669,1306860
Total liabilities and stockholders' equity,2352718,2178180,2041047,1315451
