Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-,-6.909,-9.638,-28.882
Purchases of investments,-,-150,-,-,-
Sales/Maturities of investments,-,-,-,7,-
Other investing activites,-,-125,-400,-,-
Net cash used for investing activites,17.79,-275,-406.909,-2.638,-21.382
Common stock issued,625.772,811.431,50,3835,1962
Common stock repurchased,-8.702,-11.615,-,-164.144,-131.161
Net cash used privided by (used for) financing activities,578.737,799.816,50,3671,1831
Net change in cash,-285.269,-471.502,-1162,1702,-426.927
Cash at beginning of period,1299,1483,2645,942.671,1370
Cash at end of period,1014,1012,1483,2645,942.671
Capital Expenditure,-,-,-6.909,-9.638,-28.882
Free Cash Flow,-881.796,-996.318,-811.542,-1975,-2265
