Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,145042,407464,290673,336824
Depreciation & amortization,-,145319,270877,214024
Change in working capital,-,181904,126514,14425
Other working capital,-,606685,410302,219263
Other non-cash items,-,17608,9806,-18674
Net cash provided by operating activites,-,756946,683446,445602
Investments in property plant and equipment,-,-150261,-273144,-226339
Acquisitions net,-,-,0,-
Purchases of investments,-,-1221875,-,-50323
Sales/Maturities of investments,-,1210117,-,-
Other investing activites,-,-49597,-20002,-1587
Net cash used for investing activites,-,-211616,-293146,-278249
Net change in cash,-,458649,237609,80729
Cash at beginning of period,-,1865096,1627487,1546758
Cash at end of period,-,2323746,1865096,1627487
Operating Cash Flow,-,756946,683446,445602
Capital Expenditure,-,-150261,-273144,-226339
Free Cash Flow,-,606685,410302,219263
