Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,9756534,9439280,8439743,7244981
Liabilities,,,,
Total Liabilities,7139040,7238409,6486318,5319477
Stockholders' Equity,,,,
Common Stock,451134,451129,421067,421064
Retained Earnings,1058138,764056,597863,545106
Accumulated other comprehensive income,74548,-52130,-8112,12710
Total stockholders' equity,2649454,2220838,1928569,1893586
Total liabilities and stockholders' equity,9756534,9439280,8439743,7244981
