Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-343.961,-317.039,-166.018,-885.223,-
Acquisitions net,-1646,-467.923,-2066,-3343,-5020
Purchases of investments,-,-,-422.725,-271.321,-
Sales/Maturities of investments,-,-,-,1870,7289
Other investing activites,-3566,-4900,-,-1375,-1366
Net cash used for investing activites,-2695,-2633,-747.531,-5250,394.56
Debt repayment,-963.206,-635.369,-12.996,3698,-4381
Common stock issued,-,492.376,-,-,-
Common stock repurchased,-,-,-,510.837,-283.108
Dividends Paid,-1668,-1204,-1668,-1544,-1422
Other financing activites,-,-,-,-1097,3637
Net cash used privided by (used for) financing activities,-409.107,324.401,-1681,1568,-2449
Net change in cash,-495.966,-670.039,254.542,-638.461,667.462
Cash at beginning of period,592.435,878.831,624.289,1263,595.288
Cash at end of period,96.469,208.792,878.831,624.289,1263
Capital Expenditure,-343.961,-317.039,-166.018,-885.223,-
Free Cash Flow,2277,1322,2517,2158,2722
