Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Investments in property plant and equipment,-17.646,-17.646,-,-,-433.098
Other investing activites,-546.369,-546.369,-281.302,-334.973,236.437
Net cash used for investing activites,-564.015,-564.015,-281.302,-334.973,-158.661
Other financing activites,211.775,211.775,1042,709.221,-
Net cash used privided by (used for) financing activities,211.775,211.775,1042,709.221,662.415
Net change in cash,-503.76,-503.76,433.098,-15.62,84.205
Cash at beginning of period,526.531,526.531,93.433,109.053,24.83
Cash at end of period,22.771,22.771,526.531,93.433,109.053
Capital Expenditure,-17.646,-17.646,-,-,-433.098
Free Cash Flow,-169.166,-169.166,-327.6,-389.868,-852.647
