Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,6471181,6352441,4761315,4517968
Liabilities,,,,
Total Liabilities,5564611,5525068,4255507,4040621
Stockholders' Equity,,,,
Common Stock,543998,541762,255836,252820
Retained Earnings,367794,303490,255200,232440
Accumulated other comprehensive income,-5222,-17879,-5228,-7913
Total stockholders' equity,906570,827373,505808,477347
Total liabilities and stockholders' equity,6471181,6352441,4761315,4517968
