Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,903000,636000,855000,1301000
Depreciation & amortization,-,3278000,3289000,3049000
Change in working capital,-,123000,486000,2646000
Inventory,-,-89000,962000,1839000
Other working capital,-,-2355000,-1668000,31000
Other non-cash items,-,-2827000,-1311000,-2633000
Net cash provided by operating activites,-,2030000,3999000,4936000
Investments in property plant and equipment,-,-4385000,-5667000,-4905000
Purchases of investments,-,-958000,-,-25000
Sales/Maturities of investments,-,1076000,104000,-
Other investing activites,-,2607000,1659000,2285000
Net cash used for investing activites,-,-1410000,-3886000,-2619000
Net change in cash,-,153000,-668000,-150000
Cash at beginning of period,-,4163000,4831000,4981000
Cash at end of period,-,4316000,4163000,4831000
Operating Cash Flow,-,2030000,3999000,4936000
Capital Expenditure,-,-4385000,-5667000,-4905000
Free Cash Flow,-,-2355000,-1668000,31000
