Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3942000,4396000,4856000,6398000
Depreciation & amortization,-,3707000,5819000,2726000
Change in working capital,-,-3488000,-3553000,-763000
Inventory,-,-2478000,-1508000,-420000
Other working capital,-,497000,-14473000,7382000
Other non-cash items,-,1615000,-68000,-388000
Net cash provided by operating activites,-,5907000,8100000,9042000
Investments in property plant and equipment,-,-5410000,-22573000,-1660000
Acquisitions net,-,-844000,-10000,-
Purchases of investments,-,-2700000,-5400000,-2518000
Sales/Maturities of investments,-,3536000,3846000,3082000
Other investing activites,-,-69000,-24000,-2000
Net cash used for investing activites,-,-5487000,-24161000,-1063000
Net change in cash,-,-11715000,-4844000,28233000
Cash at beginning of period,-,41816000,46661000,18385000
Cash at end of period,-,30101000,41816000,46661000
Operating Cash Flow,-,5907000,8100000,9042000
Capital Expenditure,-,-5410000,-22573000,-1660000
Free Cash Flow,-,497000,-14473000,7382000
