Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,23288000,25711000,11504000,6437000
Depreciation & amortization,-,4484000,3388000,3199000
Change in working capital,-,-11400000,-7008000,-6031000
Other working capital,-,-10468000,2171000,774000
Other non-cash items,-,-1272000,-263000,-26000
Net cash provided by operating activites,-,6491000,12562000,4767000
Investments in property plant and equipment,-,-16959000,-10391000,-3993000
Acquisitions net,-,-398000,-698000,-7561000
Purchases of investments,-,-23000,-5000,-290000
Sales/Maturities of investments,-,1969000,581000,355000
Other investing activites,-,752000,435000,334000
Net cash used for investing activites,-,-13523000,-10021000,-11140000
Net change in cash,-,-9372000,-951000,3858000
Cash at beginning of period,-,32218000,33169000,29121000
Cash at end of period,-,35657000,32218000,33169000
Operating Cash Flow,-,6491000,12562000,4767000
Capital Expenditure,-,-16959000,-10391000,-3993000
Free Cash Flow,-,-10468000,2171000,774000
