Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2384999,2443513,1872830,1747453
Liabilities,,,,
Total Liabilities,1000457,1161925,1012253,1010030
Stockholders' Equity,,,,
Common Stock,32285,32156,23054,22723
Retained Earnings,826678,725780,619696,513705
Total stockholders' equity,1384542,1281588,860577,737423
Total liabilities and stockholders' equity,2384999,2443513,1872830,1747453
