Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,323310,328269,314630,273721
Liabilities,,,,
Total Liabilities,291766,296756,283411,241862
Stockholders' Equity,,,,
Common Stock,19,19,19,19
Retained Earnings,15699,16212,16240,15923
Accumulated other comprehensive income,-9,-183,-165,-85
Total stockholders' equity,31544,31513,31219,31859
Total liabilities and stockholders' equity,323310,328269,314630,273721
