Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,26131000,27470000,19402000,18208000
Depreciation & amortization,-,15600000,15876000,16432000
Change in working capital,-,-1426000,-11135000,-5997000
Inventory,-,12000,-227000,-77000
Other working capital,-,36063000,11508000,28445000
Other non-cash items,-,6786000,173000,5027000
Net cash provided by operating activites,-,49587000,22759000,37990000
Investments in property plant and equipment,-,-13524000,-11251000,-9545000
Acquisitions net,-,-,-,-10000
Purchases of investments,-,-2518000,-2231000,-2552000
Sales/Maturities of investments,-,3843000,2174000,2237000
Other investing activites,-,235000,-8000,-1301000
Net cash used for investing activites,-,-9812000,-10735000,-10750000
Net change in cash,-,7078000,2101000,4190000
Cash at beginning of period,-,28300000,25909000,21719000
Cash at end of period,-,35653000,28300000,25909000
Operating Cash Flow,-,49587000,22759000,37990000
Capital Expenditure,-,-13524000,-11251000,-9545000
Free Cash Flow,-,36063000,11508000,28445000
