Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,688936,564166,508729,409174
Depreciation & amortization,-,31592,29799,28546
Change in working capital,-,-73431,25003,-306303
Other working capital,-,523054,498454,312680
Other non-cash items,-,7857,5366,16627
Net cash provided by operating activites,-,553083,532373,343352
Investments in property plant and equipment,-,-30029,-33919,-30672
Purchases of investments,-,-90255,-,-
Other investing activites,-,-8243,-20892,80
Net cash used for investing activites,-,-128527,-54171,-30592
Net change in cash,-,286753,353450,1577947
Cash at beginning of period,-,2613039,2259589,681641
Cash at end of period,-,2899792,2613039,2259589
Operating Cash Flow,-,553083,532373,343352
Capital Expenditure,-,-30029,-33919,-30672
Free Cash Flow,-,523054,498454,312680
