Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,11784000,10958000,11863000,12474000
Depreciation & amortization,-,2185000,2275000,2214000
Change in working capital,-,-7702000,76354000,-12789000
Other working capital,-,-6905000,69332000,-17831000
Other non-cash items,-,-34949000,-58387000,-51685000
Net cash provided by operating activites,-,-1846000,73047000,-14172000
Investments in property plant and equipment,-,-5059000,-3715000,-3659000
Purchases of investments,-,-173590000,-182086000,-234091000
Sales/Maturities of investments,-,193451000,208116000,205798000
Other investing activites,-,-1000,-1000,-1000
Net cash used for investing activites,-,15020000,22536000,-31746000
Net change in cash,-,-1963000,91072000,-51034000
Cash at beginning of period,-,254584000,163511000,214546000
Cash at end of period,-,252620000,254584000,163511000
Operating Cash Flow,-,-1846000,73047000,-14172000
Capital Expenditure,-,-5059000,-3715000,-3659000
Free Cash Flow,-,-6905000,69332000,-17831000
