Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,16361000,11620000,11722000,11028000
Depreciation & amortization,-,3398000,3725000,3759000
Change in working capital,-,-172351000,-253582000,338869000
Other working capital,-,-188206000,-248800000,350080000
Other non-cash items,-,-62985000,-56924000,-42386000
Net cash provided by operating activites,-,-186177000,-246804000,353440000
Investments in property plant and equipment,-,-2029000,-1996000,-3360000
Purchases of investments,-,-340054000,-326195000,-526031000
Sales/Maturities of investments,-,489944000,527876000,391639000
Other investing activites,-,-89000,-,-17000
Net cash used for investing activites,-,147812000,199709000,-137688000
Net change in cash,-,-53246000,-50336000,206051000
Cash at beginning of period,-,621370000,671707000,465655000
Cash at end of period,-,568124000,621370000,671707000
Operating Cash Flow,-,-186177000,-246804000,353440000
Capital Expenditure,-,-2029000,-1996000,-3360000
Free Cash Flow,-,-188206000,-248800000,350080000
