Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,3089960,2293409,2017226,1830321
Liabilities,,,,
Total Liabilities,2985138,2200085,1909931,1741801
Stockholders' Equity,,,,
Common Stock,43541,43541,43541,43541
Retained Earnings,59747,49056,63410,44980
Accumulated other comprehensive income,1534,727,317,23
Total stockholders' equity,104822,93324,107268,88544
Total liabilities and stockholders' equity,3089960,2293409,2017226,1830321
