Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,1048751,1033066,980857,922622
Liabilities,,,,
Total Liabilities,109810,91386,77628,78649
Stockholders' Equity,,,,
Common Stock,11600,12953,12953,16001
Retained Earnings,-,-,33255,-
Total stockholders' equity,938941,941680,903229,843973
Total liabilities and stockholders' equity,1048751,1033066,980857,922622
